0 1 2
1028384046181638144 0 1
1028380526141308928 0 1
1028380073223577600 0 1
1028374684792893440 0 0
1028374021140754432 0 0
1028372861621219329 0 0
1028371826601160704 0 0
1028371175896829952 0 1
1028369703045980160 0 0
1028367855551635456 0 0
1028366425734373377 0 0
1028365122396254208 0 0
1028364438217191424 0 0
1028363554963910656 0 0
1028362759820341248 0 0
1028361714994049024 0 0
1028360935793205248 0 1
1028360404508991488 0 0
1028358606876336128 0 1
1028357159929569280 0 1
1028356940231921664 0 0
1028356520109473792 0 0
1028356096186957824 0 1
1028355355019890688 1 4
1028354828458582016 0 0
1028353957008093184 0 0
1028353006926843904 0 0
1028352915432325121 0 0
1028352785467592705 0 0
1028352193798144000 0 0
1028351867837771777 0 0
1028351495870341120 0 3
1028351457014104064 0 1
1028351182190784512 0 0
1028350761464291328 0 0
1028348904587194368 0 0
1028348519520718849 0 0
1028347753477230592 0 1
1028347345686081536 0 0
1028347341051289603 0 0
1028345967139934209 0 0
1028345322383147009 0 0
1028343932906696704 0 0
1028343378344214529 0 0
1028340975402332160 0 0
1028339533241176064 0 2
1028338888597594112 0 1
1028338560363950080 0 1
1028338340125323264 0 0
1028338335180185601 0 0
1028337577055510528 0 0
1028336149515841536 0 0
1028334956508893184 0 0
1028334676685942784 0 0
1028333852584865792 0 0
1028332958103392256 0 0
1028332223584301056 0 0
1028331931618824192 0 0
1028331101356322816 0 0
1028330867679088640 0 0
1028330599436578818 0 0
1028330101643960320 0 0
1028329254851756033 0 0
1028329129513443328 0 0
1028328397087240192 0 0
1028325879682723840 0 0
1028325096857907200 0 0
1028324794834411522 1 1
1028324362191953920 0 0
1028324220688687106 0 0
1028323104827695104 0 0
1028323073001324546 0 0
1028322335277821953 0 0
1028322049314283521 0 0
1028321214714892288 0 0
1028320594838704129 0 0
1028320308229431297 0 0
1028318814558011392 0 0
1028317835989151744 0 0
1028317287596535808 0 0
1028316834628431872 0 0
1028316281869484032 0 0
1028315721560776705 0 0
1028315040779132928 0 0
1028314968658083840 0 0
1028313106206740481 0 0
1028312315802791936 0 0
1028312176895770624 0 0
1028311625411911681 0 0
1028310805240995840 0 0
1028310503519444992 0 0
1028310134169071616 1 0
1028309583008165888 0 0
1028309580730720256 0 1
1028309427391057923 0 0
1028308458183962624 0 0
1028308145041358848 0 0
1028307833253593089 0 0
1028307568492404742 0 0
1028306411518742528 0 0
1028306264386809856 0 1
1028306045423116289 0 1
1028305796633751553 1 0
1028305598427815936 0 0
1028305470866382848 0 0
1028305453581647872 0 0
1028305395289227264 0 0
1028305242570420229 0 0
1028304948931358721 0 0
1028304491475427328 0 0
1028304296935182338 0 0
1028304279092645888 0 0
1028303559513628672 1 1
1028302955844255746 0 0
1028302898604593152 0 0
1028302894817144832 0 0
1028302629972017155 0 0
1028302346093129728 0 0
1028302218099752960 0 0
1028301167254753281 0 6
1028300518366400512 0 0
1028300246026084352 0 0
1028300072163799040 0 0
1028299716411285509 0 0
1028298693315686401 0 0
1028298662466600960 0 0
1028297011068452864 0 0
1028296028590489600 0 0
1028295558371336192 0 0
1028295460186861570 0 0
1028295320877195266 0 0
1028295269807480832 499 0
1028295268649844737 0 1
1028295235409858565 0 0
1028294714246615041 0 0
1028293839801311232 0 0
1028293519041949697 0 0
1028293175683600385 0 0
1028293158176665600 0 0
1028293054388555777 0 0
1028292839510179840 0 0
1028292531702849537 0 0
1028292486072918016 0 0
1028292209420816386 0 0
1028292075610038272 0 0
1028291754896674816 0 0
1028290993601241088 0 0
1028290159509352448 0 0
1028289931716616193 0 0
1028289723784093696 0 1
1028289706344075264 0 0
1028289634743156737 0 0
1028289394225045504 0 0
1028288176601722880 0 0
1028286694578053120 0 0
1028285639890857986 0 0
1028285347594027008 0 0
1028285207395196928 0 0
1028285052717649920 0 0
1028284867228852224 0 0
1028284588718604289 0 0
1028284262347231232 0 0
1028284002472325120 0 0
1028283204623462400 0 0
1028283103112876032 0 0
1028283045726498816 0 0
1028282716502994944 0 0
1028282195431944194 0 0
1028280982321868805 0 0
1028280057179979777 0 0
1028279567012659200 0 0
1028278897018695680 0 0
1028278743545012229 0 0
1028277939907964928 0 0
1028277094491414531 0 0
1028277035787907072 0 0
1028277004959772672 0 1
1028277000887132160 0 0
1028276536904830977 0 0
1028276478037741570 0 0
1028274999486951425 0 0
1028273972708667393 0 0
1028273307227836416 0 0
1028272976553074689 0 0
1028272946018566144 0 0
1028272761230118912 0 0
1028272622553845761 0 0
1028272618489577473 0 0
1028271972596076544 0 0
1028271831898251267 0 0
1028271679212990465 0 0
1028271429064654848 0 0
1028271206682611712 0 0
1028270994857709569 1 1
1028270356501487616 0 0
1028269994193211392 0 0
1028269699757469697 0 0
1028269229475155968 0 0
1028269103025246215 0 0
1028268652552839168 0 0
1028267486225940486 0 0
1028267427748929536 0 1
1028267190405885954 0 0
1028266875740798977 0 0
1028266152517021696 0 0
1028265865102254081 0 0
1028264880351019009 0 0
1028264666944827392 0 2
1028263744780922880 0 2
1028263364269494275 0 3
1028262711170232321 0 1
1028262460489228288 0 1
1028262178275581953 0 1
1028261740532776960 0 1
1028261722627428352 0 0
1028260691117924353 0 0
1028259820749504513 0 0
1028259357044039680 0 0
1028259002692460546 0 0
1028258699784015872 0 1
1028257871148933120 0 0
1028256781418426368 0 0
1028256682420330496 0 0
1028256638501711873 0 0
1028256581073305600 0 0
1028256536970186752 0 0
1028256187530133509 0 1
1028255053478412288 0 0
1028254868572524544 0 0
1028254430032871424 0 0
1028254239028441088 0 1
1028253869132865536 0 0
1028252668488118272 0 0
1028252571180253184 0 0
1028252505430343680 0 0
1028252407333933056 0 0
1028252308029632513 0 0
1028252250857070593 0 1
1028249767376125953 0 1
1028249218224283649 0 1
1028248828120465409 0 1
1028248251378462722 0 0
1028248247461064705 0 1
1028247947425665031 0 0
1028247132363403264 0 1
1028246166645891072 0 0
1028245404473745408 0 0
1028243597584347136 0 0
1028243459956600832 0 1
1028242715119505409 0 0
1028242629866139648 0 0
1028242013643145217 0 0
1028241835611832326 0 0
1028241048483418112 0 0
1028240609935409152 0 0
1028240579321159681 0 0
1028240347078377473 0 0
1028238610942685185 0 0
1028238133635108869 0 0
1028237710593417216 0 1
1028235635784540160 0 0
1028235390195359744 0 0
1028234552760623104 0 0
1028233548887515136 0 0
1028233474040160257 0 0
1028233058476912640 0 0
1028231449005047808 0 0
1028231364166873090 0 0
1028231211733278720 0 0
1028231154187423744 0 1
1028229741361295362 0 0
1028229657320013824 0 0
1028229402742538242 0 0
1028227733057224705 0 0
1028226396986826752 0 0
1028225043984134149 0 0
1028224982122262528 0 0
1028224707072389120 0 0
1028224393468497920 0 0
1028223704528867329 0 0
1028222333788479488 0 0
1028221416930308096 0 0
1028221037584871426 0 0
1028220764359602176 0 0
1028219567800107008 0 0
1028219264891666432 0 0
1028219206771204098 0 0
1028219121073147904 0 0
1028219062181015554 1 0
1028218546244018176 0 0
1028218286536675328 0 0
1028218282325696513 0 0
1028215385659662342 0 0
1028215272904085505 0 0
1028214717758619648 0 1
1028214699693813760 0 0
1028213456682418177 0 0
1028212604966031360 0 0
1028211418112258049 0 0
1028210997310369792 0 0
1028210791844012033 0 0
1028210584259506176 0 0
1028208432631836672 0 0
1028208090137616384 0 0
1028207708720119808 0 1
1028207439726829568 0 0
1028207137896325120 0 0
1028205888098594816 0 0
1028205320118525952 0 0
1028204528288522241 0 0
1028203307666296832 0 0
1028202900881690624 0 0
1028202828840427520 0 0
1028202445384470529 0 0
1028202441987129344 0 0
1028202281500463110 0 0
1028200863360110594 0 0
1028200632337879040 0 0
1028200479442911233 0 0
1028200080715599872 0 0
1028199727198683137 0 0
1028198634305642496 0 0
1028198575262453760 0 0
1028196274804162560 0 0
1028196014837051392 0 0
1028195351763738625 0 0
1028194698186215424 0 0
1028194116838936576 0 0
1028194086358941696 0 0
1028193906041663488 0 0
1028191875008684033 0 1
1028191666526511105 0 0
1028191447520968705 0 0
1028191416868990976 0 0
1028190404837965824 0 0
1028190319018369024 0 0
1028189560797163520 0 0
1028189249990840320 0 0
1028188604449738752 0 0
1028188167533289472 0 1
1028188136898101248 0 0
1028188119009452033 0 0
1028188101636546561 0 0
1028187407340822528 1 1
1028187189136384001 0 0
1028187158253694976 0 0
1028186711614873601 0 0
1028186625774211073 0 0
1028186137032974336 0 0
1028185297194897408 0 0
1028184826078101506 0 0
1028183966833029120 0 0
1028183477676433408 0 0
1028182944639139840 0 2
1028182847104798720 0 0
1028182574265294848 0 0
1028182313610358784 0 0
1028182174061588480 0 0
1028181834960527360 0 1
1028181356566564865 0 0
1028181339244126208 0 0
1028180836225507329 0 0
1028180413003456512 0 1
1028180127262232576 0 0
1028179906331521024 0 0
1028179387445735424 0 0
1028177502978469888 0 0
1028176803507007488 0 0
1028176359959351296 0 0
1028175657866391553 0 0
1028173995063922688 0 0
1028173964164513792 0 0
1028173798132961280 0 0
1028173606386192384 0 0
1028173575784558592 0 0
1028172592367120384 0 0
1028171870338572289 0 0
1028171538418171905 0 0
1028170396921556992 0 0
1028170232496414721 0 0
1028170107392913408 0 0
1028169780845400064 0 0
1028169682417639425 0 0
1028169636578119680 0 0
1028168769548349440 0 0
1028168712249991169 0 0
1028168531068649472 0 0
1028168189803286528 0 0
1028167995888041984 0 1
1028167924979093504 1 1
1028167322593255424 0 0
1028167292071235584 1 1
1028166790080225281 0 0
1028166692466176000 0 0
1028166416602525696 0 0
1028166142563561475 0 0
1028165351933005824 0 0
1028165241010454529 0 0
1028164845214941186 0 0
1028164774431870976 0 0
1028164210235043841 0 0
1028163881535819776 0 0
1028163524550221824 0 0
1028163158475567105 0 0
1028162966548447232 0 0
1028162662662733824 0 0
1028162602910670850 0 0
1028162599114788864 0 0
1028162500645122048 0 0
1028162316238348295 0 0
1028161626447343616 0 0
1028161581404774400 0 0
1028160713368322048 0 0
1028160641540882434 0 0
1028160542953811970 0 0
1028160525643931648 0 0
1028160320387264513 0 0
1028159790810157056 0 0
1028159693259198464 0 0
1028159649093058561 0 0
1028159374659710976 0 0
1028159004843724801 0 0
1028158167761313792 0 0
1028157594718728193 0 0
1028157346617278464 0 0
1028157067935199233 0 0
1028156764762435584 0 0
1028156573451935745 0 0
1028156324775780352 1 1
1028155876597673984 0 0
1028155236408418305 0 2
1028154069909524482 0 1
1028153809913008133 0 1
1028153751943573504 0 0
1028151901139791873 0 0
1028150860721807361 0 0
1028150789896691712 0 0
1028150757655109632 0 0
1028150269261971456 0 0
1028150023823867904 0 0
1028150005578706946 0 0
1028149746295234561 0 0
1028149496507559936 0 1
1028149408662048768 0 0
1028149188410798080 0 0
1028149010291339264 0 0
1028148951898193920 0 0
1028148905324642304 0 1
1028148328079314946 0 0
1028148162286874624 0 0
1028147885307715584 0 1
1028147853959417856 0 0
1028146617302564864 0 0
1028146290620657664 0 0
1028146105651884033 0 0
1028146085183643648 0 0
1028145848654295040 0 0
1028145817679355904 0 0
1028145596782137347 0 0
1028145389579296768 0 0
1028145345216229377 0 0
1028145259761479680 0 0
1028144739512512512 0 0
1028144504816066561 0 0
1028144276738166784 0 0
1028143325868486657 0 0
1028143295308820481 0 0
1028143022720991233 0 0
1028143005033627648 0 0
1028142865971474432 0 0
1028142696915853312 0 0
1028142530846576640 0 0
1028142112892641280 0 0
1028142077635223552 0 0
1028142075353620480 0 0
1028141950459736064 0 1
1028141833853919233 0 0
1028141829307416576 0 0
1028141273289375744 1 1
1028140881478467584 0 0
1028140513164058624 0 0
1028140454510911489 0 0
1028140288470999041 0 0
1028139918273306630 0 0
1028139832470433792 0 0
1028139618934214656 0 0
1028139494304768000 0 0
1028138891897798656 0 0
1028138861258362881 0 0
1028138371409801216 0 0
1028138313960501248 0 0
1028138201901281280 0 1
1028137119447887872 0 0
1028137021636661248 0 0
1028137003991293952 0 0
1028136663673790465 0 0
1028136602709573632 0 0
1028136597848375296 0 0
1028136527132483584 0 0
1028136062160236544 0 0
1028135990609604608 0 0
1028135743657369600 0 0
1028135564933910528 0 2
1028135169880805377 0 0
1028135112620163072 0 0
1028134852686622720 0 0
1028134618745040896 0 0
1028134355888005120 0 0
1028134323780644864 0 0
1028134321607995393 0 0
1028134126409330689 0 0
1028133960667164672 1 1
1028133953436184576 0 0
1028133720711000065 0 1
1028133676603731970 0 0
1028133332666572800 0 0
1028133201678454784 0 0
1028132994593112065 0 0
1028132719157342209 0 0
1028132714526912513 0 0
1028132683803586560 0 0
1028132337022726144 0 0
1028132266348666882 0 0
1028132195771199488 0 0
1028131475583983616 0 0
1028131404758958080 0 1
1028131234440826880 0 0
1028130932044120064 0 0
1028130766897569793 0 0
1028130309957533698 0 1
1028130172619259904 0 0
1028130037541695488 0 0
1028129777608081409 0 0
1028129718434914304 0 1
1028129673870331904 0 0
1028129656359157762 0 0
1028129584150020096 0 0
1028129581977366533 1 0
1028129390440247296 0 1
1028129156901494784 0 0
1028129070716936192 0 0
1028129053507649537 0 0
1028129022629175296 0 0
1028128978559590400 0 0
1028128367206232066 0 0
1028128079527403520 0 0
1028127948904181760 0 0
1028127931539701760 0 0
1028127672113618944 0 1
1028127562906525696 0 0
1028127519088685057 0 0
1028127331334799360 0 0
1028127253249421312 0 0
1028127182395068416 0 1
1028127042879905793 0 0
1028126985187291136 0 0
1028126837136736261 0 0
1028126721130680320 0 0
1028126456285560833 0 0
1028125700132229121 0 0
1028125655815282689 0 0
1028125650664607744 0 0
1028125551603605504 0 0
1028125520985128961 0 0
1028125435039608832 0 0
1028125201337278464 0 1
1028125184144732160 0 0
1028124935724519425 0 0
1028124831726723080 1 1
1028124490956300288 0 1
1028124386207776768 0 0
1028124340796018688 0 0
1028124308994895872 0 0
1028124184042397696 0 0
1028123914398879744 0 0
1028123652032581632 0 0
1028123649788633088 0 0
1028123576317034496 0 0
1028123357705777152 0 0
1028123148871323649 0 0
1028122930109079552 0 0
1028122232235515904 0 0
1028121944736952320 0 0
1028121738519822336 0 0
1028121567278981121 0 0
1028121429869441024 0 0
1028121385841786880 0 0
1028121230144983041 0 0
1028121225879465984 0 0
1028121019616178176 0 0
1028120988859297793 0 0
1028120957649469440 0 0
1028120899940102144 0 0
1028120812593721345 0 0
1028120810106437632 0 0
1028120749473558528 0 0
1028120718939021312 0 0
1028120538692997120 0 0
1028120440609226752 0 0
1028120339199361025 0 0
1028120079836139525 0 0
1028120034680266752 0 0
1028120017504616450 1 0
1028120000005955584 0 0
1028119955953180672 0 0
1028119911749439490 0 1
1028119822695981056 0 1
1028119584899969024 0 0
1028119392519770112 0 0
1028119334147653632 0 0
1028119055616552960 0 1
1028119051770286081 0 0
1028119018031312897 0 0
1028118740917837824 0 0
1028117966460608512 0 0
1028117867546300416 0 1
1028117795303612416 0 0
1028117723497123840 0 0
1028117511974219776 0 0
1028117332869017600 0 0
1028117330365014018 0 0
1028117256893431810 0 0
1028117169085722624 0 0
1028116990181818369 0 0
1028116428061175808 0 0
1028116224150974465 0 0
1028116166642814976 0 0
1028116164457582592 0 0
1028115916062519296 0 1
1028115913675956225 0 0
1028115490411970560 0 0
1028115379543924736 0 0
1028115321431851008 0 0
1028115201357303808 0 0
1028114969445851137 0 0
1028114517031415809 0 0
1028114512346378240 0 0
1028114321077723141 0 0
1028114234725421056 0 0
1028113937609289733 0 0
1028113844705456128 0 0
1028113378240225281 0 1
1028113177014194178 0 1
1028112917856538624 0 1
1028112803624771584 0 1
1028112477060386816 0 1
1028112446123167747 0 1
1028112266405732352 0 1
1028112072679206912 0 0
1028112055398612993 0 0
1028112038210334725 0 0
1028111683275776007 0 1
1028111437137240064 0 0
1028111379734048768 0 1
1028111096995958784 0 0
1028111009225928705 0 0
1028110978007724032 0 0
1028110792984412160 0 0
1028110708079120385 0 0
1028110610444079104 0 0
1028110606338060294 0 1
1028110562285084672 0 0
1028110450221707265 0 0
1028110419578085376 0 0
1028110306138976256 0 0
1028110271452069890 1 1
1028110123376361472 0 0
1028109991629078533 0 0
1028109875295862784 0 0
1028109817817120768 0 0
1028109760384528384 0 0
1028109739295531008 0 0
1028109487557623808 0 3
1028109457039847425 0 1
1028109392263041024 0 0
1028108929241239552 0 0
1028108780825763840 0 1
1028108775897481217 0 0
1028108757744508928 0 0
1028108083745054720 0 0
1028107859140046848 0 0
1028107731335434241 0 0
1028107685718179840 0 0
1028106943963910144 0 0
1028106926528200704 0 1
1028106855002791937 0 0
1028106770470723584 0 0
1028106739789398016 0 0
1028106734127071232 0 0
1028106623355478017 0 1
1028106578463870978 0 0
1028106441205268480 0 0
1028106276188741634 0 0
1028106076334379008 0 0
1028105827993841665 0 1
1028105593087639552 0 0
1028105575928803328 0 0
1028105424258531329 0 0
1028105407196160002 0 0
1028105255110602753 0 0
1028105008959512576 0 0
1028104668461719552 0 0
1028104651114041350 0 0
1028104648912068608 0 0
1028104576350609408 0 1
1028104559078465536 0 1
1028104527247900674 0 0
1028104496147193856 0 0
1028104478593961984 0 1
1028104473837629440 0 0
1028104402823917568 0 0
1028104385035816966 0 0
1028104273744224256 0 0
1028104213211971584 1 0
1028103905429712896 0 0
1028103737313648640 0 0
1028103665704304640 0 0
1028103291706589184 0 0
1028103192079290369 0 1
1028102919470514176 0 0
1028102821168594945 0 0
1028102803799990272 0 0
1028102757364854784 0 0
1028102602360160256 0 0
1028102568533057537 0 0
1028102548979236866 0 0
1028102517853323264 0 0
1028102484705730560 0 0
1028102371434352640 0 0
1028102159206776832 0 0
1028102128525430784 0 0
1028102124666646528 0 0
1028102026054459392 0 0
1028102022044704774 0 0
1028102004617310208 0 0
1028101987319988224 0 0
1028101847054077952 0 0
1028101776027705344 0 0
1028101622713339905 0 1
1028101497429487617 0 0
1028101466634903554 0 0
1028101300397912064 0 0
1028100997686603776 0 0
1028100977096712193 0 0
1028100890966675456 0 0
1028100759336800257 0 0
1028100728470949888 0 0
1028100683122130945 0 0
1028100638326968321 0 0
1028100580885946369 0 0
1028100441182068736 0 0
1028100330024624129 0 0
1028099887135506432 0 1
1028099706470129664 0 0
1028099527884988416 0 1
1028099456153968641 1 0
1028099384397840384 0 0
1028099367167639553 0 0
1028099336612151296 0 0
1028099332380090368 0 0
1028099287341654016 0 1
1028099267737542656 0 0
1028099205020057600 0 0
1028098944033730560 0 0
1028098783127646208 0 0
1028098749359255552 0 0
1028098747060764673 0 0
1028098696905256960 0 0
1028098694510403584 0 0
1028098526197121029 0 0
1028098455195930624 0 0
1028098275272867840 0 0
1028098080392982529 0 0
1028097956052840450 0 0
1028097924398346242 0 0
1028097127304454144 0 0
1028096811213324290 0 1
1028096808864468992 0 0
1028096749859102720 0 0
1028096743827628032 0 0
1028096667810066432 0 0
1028096596922093568 0 1
1028096498242736128 0 0
1028096279123906560 0 0
1028096072743182336 0 1
1028095961329881089 0 0
1028095847634890752 0 1
1028095830404681729 0 0
1028095812973166593 0 0
1028095768870055936 0 0
1028095442989592577 0 0
1028095315096657920 0 0
1028094928637706240 0 0
1028094880445214721 0 0
1028094688970989568 0 0
1028094455872552960 0 0
1028094193040687104 0 0
1028094040200208385 1 0
1028093799271096320 0 0
1028093684632281088 0 0
1028093636334903296 0 0
1028093576100503553 0 0
1028093521935269888 0 0
1028093423301971968 0 0
1028093337440403456 0 0
1028092928046948352 0 0
1028092910791680000 0 1
1028092865983873027 0 0
1028092780650741761 0 0
1028092453692166144 0 0
1028092449724362754 0 0
1028092403700232192 0 0
1028091953831796736 0 0
1028091799464640512 0 1
1028091582505861120 0 0
1028091509336289281 0 0
1028091383976882176 0 0
1028091129181290496 0 0
1028091120708775938 0 0
1028090892639326208 0 0
1028090599851810816 0 0
1028090391516475392 0 0
1028090389360599040 0 0
1028090255973347328 0 0
1028090212071616512 0 1
1028090193415303178 0 0
1028090029225078784 0 0
1028089997746819072 0 0
1028089881510047744 0 0
1028089843895566336 0 0
1028089839801921537 0 0
1028089793920434176 0 0
1028089746612936704 0 0
1028089532212596736 0 0
1028089421407481856 0 0
1028089361244409856 0 0
1028089343716421632 0 0
1028089204901699584 0 0
1028089006360223745 0 0
1028088867209900034 0 0
1028088729393553408 0 0
1028088711852871680 0 0
1028088535847297024 0 0
1028088386202914816 0 0
1028088363906002945 0 0
1028088172754788352 0 0
1028087812153700352 0 0
1028087316160503808 0 0
1028086849116360705 0 0
1028086764626272257 0 0
1028086502171926529 0 0
1028086431359463424 0 0
1028086413323993089 0 0
1028086395745656832 0 0
1028086233417666560 0 0
1028086148541775872 0 0
1028085960972558337 0 0
1028085740406595585 0 0
1028085629400178688 0 0
1028085530435575810 0 0
1028085365532512257 0 0
1028085239225040897 0 0
1028085181217796096 0 0
1028085007984734209 0 0
1028084665888821249 0 0
1028084648537088000 0 0
1028084421927161856 0 0
1028083935408939008 0 0
1028083792567652353 0 0
1028083774930604032 0 0
1028083743334924290 0 0
1028083713458855937 0 1
1028083708819980288 0 0
1028083594982375430 0 0
1028083019892969472 0 1
1028082921448460288 0 0
1028082890561605632 0 0
1028082887780851712 0 0
1028082868675739648 0 0
1028082823939289088 0 0
1028082779899097088 0 0
1028082286774743040 0 0
1028081481346822144 0 1
1028081449985957888 0 0
1028081405681524736 0 0
1028081369514033153 0 0
1028081214702272514 0 0
1028080884908343297 0 0
1028080852469608448 0 0
1028080739336638464 0 0
1028080633979973632 0 0
1028080263664787456 0 0
1028080259474710529 0 0
1028080011532619776 0 0
1028079885590220800 0 0
1028079652328300544 0 0
1028079599207428096 0 0
1028079568454803456 0 0
1028079480336613376 1 1
1028079478101045248 0 0
1028079431309438976 0 0
1028079429107429376 0 0
1028079422920843264 0 0
1028079405791236098 0 0
1028079199217565697 0 0
1028079032275886080 0 0
1028078849362259968 0 0
1028078845558054912 0 0
1028078813463306240 0 0
1028078687155933184 0 0
1028078488434049024 0 0
1028078337237737472 0 0
1028078250298302464 0 0
1028078179418664961 0 0
1028078068315840513 0 1
1028078032471216128 0 0
1028077974967312384 0 0
1028077442152329216 0 0
1028077263588184065 0 0
1028077179198832640 0 0
1028077025137811456 0 0
1028077017483247618 0 0
1028076984360828928 0 0
1028076940257677312 0 0
1028076896280444928 0 0
1028076852252827648 0 0
1028076488019431424 0 0
1028076470327902208 0 0
1028076105251532800 0 0
1028075889047744512 0 0
1028075858366365696 0 0
1028075773121327105 0 0
1028075552643538944 0 0
1028075415947042816 0 0
1028075385248837632 0 0
1028075246341906433 0 0
1028074810062987264 0 0
1028074718098743296 0 0
1028074443979907072 0 0
1028074371296849920 0 0
1028074176375009280 0 0
1028074145496489984 0 0
1028074074272976897 0 0
1028073981922799616 0 0
1028073950297829377 0 0
1028073932308459521 0 0
1028073671439441920 0 0
1028073538802995201 0 0
1028073407152193536 0 1
1028073336234889216 0 0
1028073333554728960 0 0
1028073257612730368 0 1
1028073240374128642 0 0
1028072932294062080 0 1
1028072900790706176 0 0
1028072818339020800 0 1
1028072642127908865 0 0
1028072621735178240 0 0
1028072563124056065 0 0
1028072545826664448 0 1
1028072499995496448 0 0
1028072286186696704 0 0
1028072117294718976 0 0
1028072100131569664 0 0
1028071966345900032 0 0
1028071826675494912 0 1
1028071795952242688 0 0
1028071764893392896 0 0
1028071281327923201 0 0
1028071142051831810 0 0
1028071084623462402 0 1
1028070992667537409 0 0
1028070907598622721 0 0
1028070890146123778 0 0
1028070858428833793 0 0
1028070637296791552 0 1
1028070297147043840 0 0
1028070265027063808 0 0
1028070262455951360 0 0
1028069959614832640 0 0
1028069859031040001 0 0
1028069694421360640 0 0
1028069555740889088 0 0
1028069553530535936 0 0
1028069450530996224 0 0
1028069296218357761 0 0
1028069085613940736 0 0
1028069083311267840 0 0
1028068984980045824 0 0
1028068923688726529 0 0
1028068864498618368 0 0
1028068765500497920 0 0
1028068495882248192 0 0
1028068446880260096 0 0
1028068429658447872 0 0
1028068205451825152 0 0
1028068106495713280 0 0
1028067855017762817 1 0
1028067784096342016 0 0
1028067600171843584 0 0
1028067414330630147 0 0
1028067313101156352 0 0
1028067310592917504 0 0
1028067009894871040 0 0
1028066978173317120 0 0
1028066930538700800 0 0
1028066727190355968 0 0
1028066622202818560 0 0
1028066560189952000 0 0
1028066488630968320 0 0
1028066169834459137 0 0
1028065866615676928 0 0
1028065821619175425 0 0
1028063180747165696 1 5
1028051315493023746 0 0
1028048323624591360 0 0
1028040708266110976 0 3
1028030559723765761 0 1
1028029530957664268 0 5
1028026872041492480 31142 154382
1028024120414334976 0 1
1028022323465646081 0 4
1028020490080641029 0 0
1027988812171898880 0 0
1027987538554679296 0 0
1027985302554595329 0 1
1027980978910687233 0 0
1027976875811819520 0 0
1027970381766963202 0 2
1027967697684815873 0 1
1027963039029452800 0 0
